date	duration	item	month	network	network_type
31/12/14 13:49	526	call	2015-01	landline	landline
31/12/14 23:05	1	sms	2015-01	Vodafone	mobile
31/12/14 23:37	1	sms	2015-01	Vodafone	mobile
31/12/14 23:37	1	sms	2015-01	Vodafone	mobile
31/12/14 23:37	1	sms	2015-01	Vodafone	mobile
1/1/2015 6:58	34.429	data	2015-01	data	data
2/1/2015 6:58	34.429	data	2015-01	data	data
2/1/2015 11:27	640	call	2015-01	Vodafone	mobile
2/1/2015 23:26	1	sms	2015-01	Meteor	mobile
2/1/2015 23:28	1	sms	2015-01	Meteor	mobile
3/1/2015 6:58	34.429	data	2015-01	data	data
3/1/2015 12:01	158	call	2015-01	Vodafone	mobile
4/1/2015 0:57	104	call	2015-01	Three	mobile
4/1/2015 6:58	34.429	data	2015-01	data	data
4/1/2015 14:20	3	call	2015-01	Vodafone	mobile
4/1/2015 14:31	6	call	2015-01	Vodafone	mobile
4/1/2015 14:32	41	call	2015-01	Vodafone	mobile
5/1/2015 6:58	34.429	data	2015-01	data	data
5/1/2015 9:49	56	call	2015-01	landline	landline
5/1/2015 9:51	128	call	2015-01	landline	landline
5/1/2015 10:10	77	call	2015-01	Three	mobile
5/1/2015 10:25	5	call	2015-01	Three	mobile
5/1/2015 10:25	1	sms	2015-01	Three	mobile
5/1/2015 10:52	1	sms	2015-01	Three	mobile
5/1/2015 10:56	144	call	2015-01	landline	landline
5/1/2015 11:58	99	call	2015-01	Meteor	mobile
5/1/2015 14:29	60	call	2015-01	landline	landline
5/1/2015 16:41	682	call	2015-01	Three	mobile
5/1/2015 17:22	36	call	2015-01	Tesco	mobile
5/1/2015 20:23	734	call	2015-01	Three	mobile
6/1/2015 6:58	34.429	data	2015-01	data	data
6/1/2015 9:04	1	sms	2015-01	Three	mobile
6/1/2015 9:04	1	sms	2015-01	Three	mobile
6/1/2015 13:28	16	call	2015-01	Meteor	mobile
6/1/2015 13:29	295	call	2015-01	Vodafone	mobile
6/1/2015 13:55	1	sms	2015-01	Vodafone	mobile
6/1/2015 19:17	106	call	2015-01	Meteor	mobile
6/1/2015 20:40	29	call	2015-01	Vodafone	mobile
7/1/2015 6:58	34.429	data	2015-01	data	data
7/1/2015 9:28	1	sms	2015-01	Vodafone	mobile
7/1/2015 21:20	1	sms	2015-01	Vodafone	mobile
7/1/2015 21:20	1	sms	2015-01	Vodafone	mobile
8/1/2015 6:58	34.429	data	2015-01	data	data
8/1/2015 15:02	4	call	2015-01	Meteor	mobile
8/1/2015 15:10	3	call	2015-01	Meteor	mobile
8/1/2015 15:10	23	call	2015-01	Meteor	mobile
8/1/2015 20:15	290	call	2015-01	Tesco	mobile
8/1/2015 20:26	1	sms	2015-01	Vodafone	mobile
8/1/2015 20:30	12	call	2015-01	Tesco	mobile
8/1/2015 20:31	1247	call	2015-01	Three	mobile
8/1/2015 22:41	1	sms	2015-01	Vodafone	mobile
8/1/2015 22:41	1	sms	2015-01	Vodafone	mobile
8/1/2015 22:52	1	sms	2015-01	Vodafone	mobile
8/1/2015 22:52	1	sms	2015-01	Vodafone	mobile
8/1/2015 23:06	1	sms	2015-01	Vodafone	mobile
8/1/2015 23:06	1	sms	2015-01	Vodafone	mobile
9/1/2015 6:58	34.429	data	2015-01	data	data
9/1/2015 9:25	1	sms	2015-01	Meteor	mobile
9/1/2015 9:43	33	call	2015-01	Three	mobile
9/1/2015 10:07	4	call	2015-01	Vodafone	mobile
9/1/2015 17:32	57	call	2015-01	Vodafone	mobile
10/1/2015 6:58	34.429	data	2015-01	data	data
10/1/2015 14:10	2	call	2015-01	Three	mobile
10/1/2015 14:36	6	call	2015-01	Vodafone	mobile
10/1/2015 14:44	398	call	2015-01	Vodafone	mobile
10/1/2015 15:58	412	call	2015-01	Meteor	mobile
10/1/2015 16:57	568	call	2015-01	Three	mobile
10/1/2015 21:16	1	sms	2015-01	Vodafone	mobile
10/1/2015 21:16	1	sms	2015-01	Vodafone	mobile
11/1/2015 6:58	34.429	data	2015-01	data	data
11/1/2015 13:29	1	sms	2015-01	Vodafone	mobile
11/1/2015 13:54	201	call	2015-01	Three	mobile
12/1/2015 6:58	34.429	data	2015-01	data	data
12/1/2015 12:01	18	call	2015-01	Meteor	mobile
12/1/2015 12:01	7	call	2015-01	Meteor	mobile
12/1/2015 18:23	4	call	2015-01	Three	mobile
12/1/2015 18:26	1	sms	2015-01	Vodafone	mobile
12/1/2015 18:26	1	sms	2015-01	Vodafone	mobile
13/01/15 06:58	34.429	data	2015-02	data	data
13/01/15 15:04	503	call	2015-01	Three	mobile
13/01/15 19:09	1	sms	2015-01	Three	mobile
13/01/15 19:44	1	sms	2015-01	Three	mobile
13/01/15 19:44	1	sms	2015-01	Three	mobile
13/01/15 19:57	1	sms	2015-01	Vodafone	mobile
13/01/15 19:57	1	sms	2015-01	Vodafone	mobile
13/01/15 19:58	105	call	2015-01	landline	landline
13/01/15 20:00	466	call	2015-01	landline	landline
14/01/15 06:58	34.429	data	2015-02	data	data
14/01/15 17:15	13	call	2015-01	landline	landline
14/01/15 19:16	397	call	2015-01	Three	mobile
14/01/15 20:47	36	call	2015-01	Three	mobile
14/01/15 23:34	1	sms	2015-01	Vodafone	mobile
14/01/15 23:34	1	sms	2015-01	Vodafone	mobile
14/01/15 23:35	1	sms	2015-01	Three	mobile
14/01/15 23:36	1	sms	2015-01	Three	mobile
15/01/15 06:58	34.429	data	2015-02	data	data
15/01/15 10:36	28	call	2015-02	Three	mobile
15/01/15 12:23	1	sms	2015-02	special	special
15/01/15 17:22	168	call	2015-02	Tesco	mobile
16/01/15 06:58	34.429	data	2015-02	data	data
16/01/15 09:45	1	call	2015-02	Meteor	mobile
16/01/15 09:56	61	call	2015-02	Meteor	mobile
16/01/15 10:17	14	call	2015-02	Three	mobile
16/01/15 10:25	20	call	2015-02	Three	mobile
16/01/15 17:46	411	call	2015-02	Tesco	mobile
16/01/15 18:07	1	sms	2015-02	Vodafone	mobile
16/01/15 18:07	1	sms	2015-02	Vodafone	mobile
16/01/15 18:07	1	sms	2015-02	Vodafone	mobile
16/01/15 18:07	1	sms	2015-02	Vodafone	mobile
16/01/15 18:07	1	sms	2015-02	Three	mobile
16/01/15 18:07	1	sms	2015-02	Three	mobile
17/01/15 06:58	34.429	data	2015-02	data	data
17/01/15 18:50	78	call	2015-02	Three	mobile
17/01/15 21:59	82	call	2015-02	Tesco	mobile
18/01/15 06:58	34.429	data	2015-02	data	data
18/01/15 16:27	478	call	2015-02	Three	mobile
18/01/15 17:04	700	call	2015-02	Tesco	mobile
19/01/15 06:58	34.429	data	2015-02	data	data
19/01/15 12:44	1	sms	2015-02	Vodafone	mobile
19/01/15 19:57	103	call	2015-02	Tesco	mobile
19/01/15 20:08	53	call	2015-02	Tesco	mobile
19/01/15 20:14	38	call	2015-02	Tesco	mobile
20/01/15 06:58	34.429	data	2015-02	data	data
20/01/15 15:08	1	sms	2015-02	Vodafone	mobile
20/01/15 19:49	1	sms	2015-02	Vodafone	mobile
20/01/15 20:23	1	sms	2015-02	Vodafone	mobile
21/01/15 06:58	34.429	data	2015-02	data	data
21/01/15 10:13	48	call	2015-02	Three	mobile
21/01/15 14:36	93	call	2015-02	voicemail	voicemail
21/01/15 14:44	1	sms	2015-02	Vodafone	mobile
21/01/15 15:56	27	call	2015-02	voicemail	voicemail
21/01/15 15:57	265	call	2015-02	Three	mobile
21/01/15 18:04	777	call	2015-02	Tesco	mobile
21/01/15 19:38	1090	call	2015-02	Meteor	mobile
21/01/15 19:59	491	call	2015-02	Vodafone	mobile
22/01/15 06:58	34.429	data	2015-02	data	data
22/01/15 18:59	41	call	2015-02	voicemail	voicemail
22/01/15 19:00	1107	call	2015-02	Vodafone	mobile
23/01/15 06:58	34.429	data	2015-02	data	data
23/01/15 12:56	29	call	2015-02	landline	landline
23/01/15 14:32	200	call	2015-02	Tesco	mobile
23/01/15 15:09	129	call	2015-02	Three	mobile
23/01/15 15:22	1	sms	2015-02	Vodafone	mobile
23/01/15 15:24	1	sms	2015-02	Vodafone	mobile
23/01/15 15:37	1	sms	2015-02	Vodafone	mobile
23/01/15 21:22	206	call	2015-02	Tesco	mobile
24/01/15 06:58	34.429	data	2015-02	data	data
25/01/15 06:58	34.429	data	2015-02	data	data
25/01/15 09:16	4	call	2015-02	Vodafone	mobile
25/01/15 16:55	1863	call	2015-02	Three	mobile
26/01/15 06:58	34.429	data	2015-02	data	data
26/01/15 16:54	104	call	2015-02	Three	mobile
26/01/15 17:15	501	call	2015-02	Three	mobile
27/01/15 06:58	34.429	data	2015-02	data	data
27/01/15 09:36	37	call	2015-02	Three	mobile
27/01/15 10:55	36	call	2015-02	Meteor	mobile
28/01/15 06:58	34.429	data	2015-02	data	data
28/01/15 09:44	8	call	2015-02	Vodafone	mobile
28/01/15 10:02	7	call	2015-02	landline	landline
28/01/15 15:53	272	call	2015-02	landline	landline
29/01/15 06:58	34.429	data	2015-02	data	data
29/01/15 11:35	1	sms	2015-02	Vodafone	mobile
29/01/15 11:50	1	sms	2015-02	Vodafone	mobile
29/01/15 17:11	255	call	2015-02	Tesco	mobile
29/01/15 17:19	1	sms	2015-02	Vodafone	mobile
29/01/15 17:58	362	call	2015-02	Three	mobile
29/01/15 18:05	100	call	2015-02	Tesco	mobile
29/01/15 19:27	74	call	2015-02	Tesco	mobile
30/01/15 06:58	34.429	data	2015-02	data	data
30/01/15 19:43	33	call	2015-02	Tesco	mobile
30/01/15 19:56	45	call	2015-02	Tesco	mobile
31/01/15 06:58	34.429	data	2015-02	data	data
31/01/15 12:48	31	call	2015-02	Tesco	mobile
31/01/15 13:14	7	call	2015-02	Vodafone	mobile
1/2/2015 6:58	34.429	data	2015-02	data	data
1/2/2015 13:33	103	call	2015-02	landline	landline
2/2/2015 6:58	34.429	data	2015-02	data	data
2/2/2015 17:11	280	call	2015-02	Tesco	mobile
2/2/2015 17:16	183	call	2015-02	Tesco	mobile
2/2/2015 17:35	1	sms	2015-02	Tesco	mobile
2/2/2015 17:35	1	sms	2015-02	Tesco	mobile
2/2/2015 17:35	1	sms	2015-02	Three	mobile
2/2/2015 17:35	1	sms	2015-02	Three	mobile
2/2/2015 18:17	7	call	2015-02	landline	landline
3/2/2015 6:58	34.429	data	2015-02	data	data
3/2/2015 14:45	6	call	2015-02	Three	mobile
4/2/2015 6:58	34.429	data	2015-02	data	data
4/2/2015 12:36	21	call	2015-02	voicemail	voicemail
4/2/2015 14:52	227	call	2015-02	Tesco	mobile
4/2/2015 17:04	1	sms	2015-02	special	special
5/2/2015 6:58	34.429	data	2015-02	data	data
5/2/2015 13:37	62	call	2015-02	voicemail	voicemail
5/2/2015 13:38	91	call	2015-02	landline	landline
6/2/2015 6:58	34.429	data	2015-02	data	data
6/2/2015 10:36	24	call	2015-02	voicemail	voicemail
6/2/2015 10:37	128	call	2015-02	Vodafone	mobile
6/2/2015 18:39	23	call	2015-02	Three	mobile
6/2/2015 18:41	51	call	2015-02	Three	mobile
7/2/2015 6:58	34.429	data	2015-02	data	data
7/2/2015 9:48	1	sms	2015-02	Vodafone	mobile
7/2/2015 9:48	1	sms	2015-02	Vodafone	mobile
7/2/2015 10:03	119	call	2015-02	Vodafone	mobile
7/2/2015 11:13	1	sms	2015-02	Vodafone	mobile
7/2/2015 11:37	4	call	2015-02	Three	mobile
7/2/2015 15:04	1	sms	2015-02	Vodafone	mobile
7/2/2015 16:06	1	sms	2015-02	Three	mobile
7/2/2015 16:11	1	sms	2015-02	Three	mobile
7/2/2015 16:11	1	sms	2015-02	Three	mobile
7/2/2015 16:16	1	sms	2015-02	Three	mobile
7/2/2015 16:27	141	call	2015-02	landline	landline
7/2/2015 17:33	795	call	2015-02	Three	mobile
7/2/2015 17:56	121	call	2015-02	Tesco	mobile
7/2/2015 18:23	2	call	2015-02	Three	mobile
7/2/2015 22:18	1	sms	2015-02	Three	mobile
7/2/2015 22:30	1	sms	2015-02	Three	mobile
7/2/2015 22:30	1	sms	2015-02	Three	mobile
8/2/2015 6:58	34.429	data	2015-02	data	data
8/2/2015 20:54	80	call	2015-02	landline	landline
9/2/2015 6:58	34.429	data	2015-02	data	data
9/2/2015 9:08	653	call	2015-02	Three	mobile
9/2/2015 17:41	729	call	2015-02	Three	mobile
9/2/2015 17:54	89	call	2015-02	Three	mobile
9/2/2015 18:32	1	sms	2015-02	Vodafone	mobile
9/2/2015 22:54	1	sms	2015-02	Meteor	mobile
10/2/2015 0:24	1	sms	2015-02	Vodafone	mobile
10/2/2015 0:24	1	sms	2015-02	Vodafone	mobile
10/2/2015 6:58	34.429	data	2015-02	data	data
10/2/2015 21:40	1	sms	2015-02	Vodafone	mobile
11/2/2015 6:58	34.429	data	2015-02	data	data
12/2/2015 6:58	34.429	data	2015-02	data	data
12/2/2015 20:15	69	call	2015-03	landline	landline
12/2/2015 20:51	86	call	2015-03	Tesco	mobile
13/02/15 06:58	34.429	data	2015-03	data	data
13/02/15 10:58	451	call	2015-03	Vodafone	mobile
13/02/15 21:13	8	call	2015-03	Vodafone	mobile
14/02/15 06:58	34.429	data	2015-03	data	data
14/02/15 15:40	106	call	2015-03	Three	mobile
14/02/15 16:06	148	call	2015-03	Tesco	mobile
15/02/15 06:58	34.429	data	2015-03	data	data
15/02/15 18:44	21	call	2015-03	landline	landline
16/02/15 06:58	34.429	data	2015-03	data	data
17/02/15 06:58	34.429	data	2015-03	data	data
17/02/15 15:59	24	call	2015-03	Meteor	mobile
17/02/15 19:09	2328	call	2015-03	Three	mobile
18/02/15 06:58	34.429	data	2015-03	data	data
18/02/15 18:49	165	call	2015-03	Tesco	mobile
18/02/15 19:56	94	call	2015-03	Three	mobile
19/02/15 06:58	34.429	data	2015-03	data	data
19/02/15 18:46	1	sms	2015-03	Vodafone	mobile
19/02/15 22:00	1	sms	2015-03	Vodafone	mobile
19/02/15 22:00	1	sms	2015-03	Vodafone	mobile
19/02/15 22:00	1	sms	2015-03	Vodafone	mobile
20/02/15 06:58	34.429	data	2015-03	data	data
20/02/15 13:45	68	call	2015-03	Vodafone	mobile
21/02/15 06:58	34.429	data	2015-03	data	data
22/02/15 06:58	34.429	data	2015-03	data	data
23/02/15 06:58	34.429	data	2015-03	data	data
23/02/15 20:49	182	call	2015-03	landline	landline
24/02/15 06:58	34.429	data	2015-03	data	data
24/02/15 10:05	107	call	2015-03	voicemail	voicemail
24/02/15 13:32	1	sms	2015-03	Three	mobile
24/02/15 13:32	1	sms	2015-03	Three	mobile
25/02/15 06:58	34.429	data	2015-03	data	data
25/02/15 12:56	117	call	2015-03	Tesco	mobile
25/02/15 12:58	129	call	2015-03	Vodafone	mobile
25/02/15 13:15	356	call	2015-03	Three	mobile
25/02/15 13:21	1	sms	2015-03	Tesco	mobile
25/02/15 13:22	1	sms	2015-03	Tesco	mobile
25/02/15 13:22	1	sms	2015-03	Tesco	mobile
25/02/15 13:22	1	sms	2015-03	Tesco	mobile
25/02/15 13:26	194	call	2015-03	Tesco	mobile
25/02/15 13:46	229	call	2015-03	Tesco	mobile
25/02/15 15:45	32	call	2015-03	Vodafone	mobile
26/02/15 06:58	34.429	data	2015-03	data	data
26/02/15 16:38	570	call	2015-03	Vodafone	mobile
26/02/15 22:34	29	call	2015-03	voicemail	voicemail
27/02/15 06:58	34.429	data	2015-03	data	data
27/02/15 13:50	27	call	2015-03	Three	mobile
27/02/15 14:33	107	call	2015-03	Three	mobile
27/02/15 14:36	128	call	2015-03	Vodafone	mobile
28/02/15 06:58	34.429	data	2015-03	data	data
28/02/15 14:09	335	call	2015-03	landline	landline
28/02/15 14:57	49	call	2015-03	Meteor	mobile
28/02/15 15:09	5	call	2015-03	Three	mobile
28/02/15 15:49	305	call	2015-03	landline	landline
28/02/15 16:00	207	call	2015-03	landline	landline
28/02/15 17:13	11	call	2015-03	landline	landline
28/02/15 17:14	3	call	2015-03	landline	landline
28/02/15 17:17	33	call	2015-03	landline	landline
28/02/15 21:25	357	call	2015-03	Three	mobile
28/02/15 21:55	1	sms	2015-03	Vodafone	mobile
28/02/15 22:39	1	sms	2015-03	Three	mobile
1/3/2015 6:58	34.429	data	2015-03	data	data
1/3/2015 12:19	9	call	2015-03	Meteor	mobile
2/3/2015 6:58	34.429	data	2015-03	data	data
2/3/2015 9:19	1	sms	2015-03	Vodafone	mobile
2/3/2015 9:19	1	sms	2015-03	Vodafone	mobile
2/3/2015 9:23	1	sms	2015-03	Vodafone	mobile
2/3/2015 9:30	1	sms	2015-03	Vodafone	mobile
2/3/2015 9:30	1	sms	2015-03	Vodafone	mobile
2/3/2015 13:07	463	call	2015-03	Three	mobile
2/3/2015 14:53	2	call	2015-03	voicemail	voicemail
2/3/2015 14:54	93	call	2015-03	voicemail	voicemail
2/3/2015 17:35	192	call	2015-03	Meteor	mobile
2/3/2015 20:48	34	call	2015-03	Tesco	mobile
3/3/2015 6:58	34.429	data	2015-03	data	data
3/3/2015 9:57	76	call	2015-03	landline	landline
3/3/2015 9:59	355	call	2015-03	Three	mobile
3/3/2015 10:12	745	call	2015-03	Vodafone	mobile
3/3/2015 10:27	57	call	2015-03	Vodafone	mobile
3/3/2015 14:34	1325	call	2015-03	Vodafone	mobile
3/3/2015 18:36	768	call	2015-03	Three	mobile
4/3/2015 6:58	34.429	data	2015-03	data	data
4/3/2015 7:02	1	sms	2015-03	Vodafone	mobile
4/3/2015 7:16	1	sms	2015-03	Vodafone	mobile
4/3/2015 10:30	1	sms	2015-03	Three	mobile
4/3/2015 10:30	1	sms	2015-03	Three	mobile
4/3/2015 12:29	10528	call	2015-03	landline	landline
5/3/2015 6:58	34.429	data	2015-03	data	data
6/3/2015 6:58	34.429	data	2015-03	data	data
7/3/2015 6:58	34.429	data	2015-03	data	data
8/3/2015 6:58	34.429	data	2015-03	data	data
9/3/2015 6:58	34.429	data	2015-03	data	data
10/3/2015 6:58	34.429	data	2015-03	data	data
11/3/2015 6:58	34.429	data	2015-03	data	data
12/3/2015 6:58	34.429	data	2015-03	data	data
13/03/15 00:38	1	sms	2015-03	world	world
13/03/15 00:39	1	sms	2015-03	Vodafone	mobile
13/03/15 06:58	34.429	data	2015-03	data	data
14/03/15 00:13	1	sms	2015-03	world	world
14/03/15 00:16	1	sms	2015-03	world	world
